,JM#,LQ Code,LQ Name,Density (lb/gal),pH,Viscosity (cP),Odor,Appearance,Clarity,Color,Quick Solids (%w/w),Foam Height,Date Tested,Adjustments?,QC Initials,Comments,ProdPush?,SubmittedBy,SubmittedTime,viscSpindle,viscSpeed,released
2484,JM00007879,LQPL-MSSH-SS-R3,LQ PL Moisturizing Shampoo SS R3,8.7179,5.65,21.0,PASS,PASS,PASS,PASS,,,2024-05-06 14:56:52,NO,Javan Quiroz,,,Javan Quiroz,2024-05-06 14:57:41,LV61,10,PASS
2485,JM00007880,LQFT-HMSP,LQ FT Home & Pet Spray,8.3258,6.9,,PASS,PASS,PASS,PASS,0.0408,,2024-05-02 22:36:17,NO,Simeon Boda,,,Simeon Boda,2024-05-02 22:36:50,,,PASS
2486,JM00007881,LQDS-BASE,LQ Dental Health Solution BASE,8.551,3.2,,PASS,PASS,PASS,PASS,,,2024-05-02 22:35:53,NO,Simeon Boda,,,Simeon Boda,2024-05-02 22:36:06,,,PASS
2487,JM00007884,LQSH-DCWS,LQ SH Deep Cleansing Waterless,8.2233,7.84,,PASS,PASS,PASS,PASS,,,2024-05-04 06:17:44,NO,Javan Quiroz,,,Javan Quiroz,2024-05-04 06:18:00,,,PASS
2488,JM00007885,LQSH-DRWS,LQ SH Dander Reducing Waterless Cat,8.2571,7.79,,PASS,PASS,PASS,PASS,,,2024-05-04 06:19:56,NO,Javan Quiroz,,,Javan Quiroz,2024-05-04 06:22:47,,,PASS
2489,JM00007886,LQCL-DOG,LQ UO Dog & Puppy,,7.51,,PASS,PASS,PASS,PASS,,,2024-05-02 22:38:28,NO,Simeon Boda,,,Simeon Boda,2024-05-02 22:38:39,,,PASS
2490,JM00007889,LQSH-TT-RT,LQ Oatmeal and Tea Tree Shampoo Retail,8.5254,3.59,13160.0,PASS,PASS,PASS,PASS,0.1189,,2024-05-13 22:17:55,NO,Simeon Boda,,,Simeon Boda,2024-05-13 22:18:26,LV63,6,PASS
2491,JM00007890,LQSH-LM-CONC,LQ Lime & Coconut Shampoo Concentrate,8.2305,5.48,27160.0,PASS,PASS,PASS,PASS,0.1728,,2024-05-07 11:55:36,YES,Javan Quiroz,"Viscosity out of range, being approved under Deviation QUALSM-834 and NCR QUALSM-1225",,Javan Quiroz,2024-05-07 11:56:38,LV63,3,PASS
2492,JM00007891,LQSH-BE-CONC,LQ Berry and Coconut Shampoo Concentrate,8.573,6.64,31000.0,PASS,PASS,PASS,PASS,0.1722,,2024-05-07 11:54:06,YES,Javan Quiroz,"Viscosity out of range, being approved under Deviation QUALSM-843 and NCR QUALSM-1227",,Javan Quiroz,2024-05-07 11:55:29,LV63,3,PASS
2493,JM00007892,LQSH-AW-CONC,LQ Awapuhi Cocounut Shampoo Concentrate,8.5453,6.57,23480.0,PASS,PASS,PASS,PASS,0.1729,,2024-05-13 22:12:35,YES,Simeon Boda,Initially failed due to high viscosity but passed under deviation. ,,Simeon Boda,2024-05-13 22:13:19,LV63,3,PASS
2494,JM00007893,LQSP-TSSH,LQ Spa Lavish Tear Stain Remover,8.5156,7.07,6096.0,PASS,PASS,PASS,PASS,,,2024-05-13 22:16:16,NO,Simeon Boda,,,Simeon Boda,2024-05-13 22:16:37,LV63,2.5,PASS
2495,JM00007894,LQGL-AFPB,LQ Gel Alcohol Free Peanut Butter,8.3573,4.21,52950.0,PASS,PASS,PASS,PASS,,,2024-05-13 22:11:23,NO,Simeon Boda,,,Simeon Boda,2024-05-13 22:11:48,LV64,4,PASS
2496,JM00007895,LQSH-NC-RT,LQ Neem and Citrus Shampoo Retail,8.4944,6.73,,PASS,PASS,PASS,PASS,0.1406,,2024-05-13 22:19:40,NO,Simeon Boda,,,Simeon Boda,2024-05-13 22:20:07,0,0,PASS
2497,JM00007896,LQSH-AL-RT,LQ Aloe and Coconut Shampoo Retail,8.5565,6.75,9640.0,PASS,PASS,PASS,PASS,0.1202,,2024-05-14 06:45:52,YES,Javan Quiroz,,,Javan Quiroz,2024-05-14 06:46:20,LV63,6,PASS
2498,JM00007897,LQSH-EPI,Endurascent Pineapple Itch Relief SH,8.6045,5.74,6060.0,PASS,PASS,PASS,PASS,0.1361,,2024-05-18 06:16:32,NO,Simeon Boda,,,Simeon Boda,2024-05-18 06:17:02,LV63,6,PASS
2499,JM00007898,LQCD-LM,LQ Lime and Cocoa Butter Conditioner,8.0121,6.13,2460.0,PASS,PASS,PASS,PASS,0.0815,,2024-05-20 13:45:44,NO,Javan Quiroz,,,Javan Quiroz,2024-05-20 13:46:02,LV64,80,PASS
2500,JM00007899,LQSH-EMW,Endurascent Mango Kiwi Shed Control SH,8.6127,6.9,4660.0,PASS,PASS,PASS,PASS,0.1459,,2024-05-18 06:15:49,NO,Simeon Boda,,,Simeon Boda,2024-05-18 06:16:15,LV63,6,PASS
2501,JM00007900,LQSH-ERBL,Endurascent Raspberry Lime 3in1 SH,8.4756,6.82,11900.0,PASS,PASS,PASS,PASS,0.1471,,2024-05-17 14:26:01,NO,Javan Quiroz,,,Javan Quiroz,2024-05-17 14:26:23,LV63,6,PASS
2502,JM00007901,LQFS-IRSP,LQ FS Itch Relief Spray,8.4122,4.35,,PASS,PASS,PASS,PASS,,,2024-05-13 22:15:44,NO,Simeon Boda,,,Simeon Boda,2024-05-13 22:16:06,,,PASS
2503,JM00007902,LQSH-GN-CONC,LQ Gentle Coconut Shampoo Concentrate,8.6053,6.68,23720.0,PASS,PASS,PASS,PASS,0.1676,,2024-05-13 22:11:59,NO,Simeon Boda,,,Simeon Boda,2024-05-13 22:12:24,LV63,3,PASS
2504,JM00007903,LQFT-HMSP,LQ FT Home & Pet Spray,8.3151,6.93,,PASS,PASS,PASS,PASS,,,2024-05-13 22:17:28,NO,Simeon Boda,,,Simeon Boda,2024-05-13 22:17:45,,,PASS
2505,JM00007905,LQSH-MDAI-RT,LQ Medicated Anti Itch Shampoo Retail,8.5726,3.54,8460.0,PASS,PASS,PASS,PASS,0.1529,,2024-05-13 22:15:06,NO,Simeon Boda,,,Simeon Boda,2024-05-13 22:15:37,LV63,6,PASS
2506,JM00007907,LQDS-BASE,LQ Dental Health Solution BASE,8.6,3.27,,PASS,PASS,PASS,PASS,,,2024-05-06 14:58:12,NO,Javan Quiroz,,,Javan Quiroz,2024-05-06 14:58:49,,,PASS
2507,JM00007908,LQCL-CT,LQ UO Cat & Kitten,,7.48,,PASS,PASS,PASS,PASS,,,2024-05-04 06:17:14,NO,Javan Quiroz,,,Javan Quiroz,2024-05-04 06:17:31,,,PASS
2508,JM00007910,CM-ALEX,CM Aloe Extract,,4.63,,,,,,,,2024-05-06 22:23:19,NO,Simeon Boda,,,Simeon Boda,2024-05-06 22:23:29,,,PASS
2509,JM00007911,CL-BL1-MX,Blue #1 Color Mix,,,,PASS,PASS,PASS,PASS,,,2024-05-06 22:24:51,,Simeon Boda,,,Simeon Boda,2024-05-06 22:25:00,,,
2510,JM00007912,LQCD-MT-R2,LQ OxyMed Medicated Treatment R2,8.3434,4.28,2500.0,PASS,PASS,PASS,PASS,0.1048,,2024-05-24 07:05:31,NO,Javan Quiroz,,,Javan Quiroz,2024-05-24 07:05:56,LV64,60,PASS
2511,JM00007913,LQSH-LM-RT,LQ Lime and Coconut Shampoo Retail,8.4968,5.46,11400.0,PASS,PASS,PASS,PASS,0.1152,,2024-05-14 06:40:11,NO,Javan Quiroz,,,Javan Quiroz,2024-05-14 06:44:29,LV63,6,PASS
2512,JM00007914,LQSH-WA,SH Watermelon,8.6045,6.63,9180.0,PASS,PASS,PASS,PASS,0.1405,,2024-05-14 06:47:11,NO,Javan Quiroz,,,Javan Quiroz,2024-05-14 06:47:29,LV63,6,PASS
2513,JM00007915,LQSH-FR-CONC,LQ Spa Lavish Fresh Shampoo Concentrate,8.4709,6.52,9840.0,PASS,PASS,PASS,PASS,0.1837,,2024-05-14 06:45:01,NO,Javan Quiroz,,,Javan Quiroz,2024-05-14 06:45:39,LV63,3,PASS
2514,JM00007916,LQSH-CM-RT,LQ Spa Lavish Comfort Shampoo Retail,8.5324,6.77,19120.0,PASS,PASS,PASS,PASS,0.131,,2024-05-13 22:14:03,NO,Simeon Boda,,,Simeon Boda,2024-05-13 22:14:30,LV63,3,PASS
2515,JM00007917,LQSH-TT-RT,LQ Oatmeal and Tea Tree Shampoo Retail,8.5865,3.53,13520.0,PASS,PASS,PASS,PASS,0.1248,,2024-05-13 22:16:48,NO,Simeon Boda,,,Simeon Boda,2024-05-13 22:17:18,LV63,6,PASS
2516,JM00007919,LQCL-CT,LQ UO Cat & Kitten,,7.39,,PASS,PASS,PASS,PASS,0.0,,2024-05-09 05:27:02,NO,Rameses Blount,,,Rameses Blount,2024-05-15 05:28:56,,,PASS
2517,JM00007920,LQCL-DOG,LQ UO Dog & Puppy,,7.56,,PASS,PASS,PASS,PASS,0.0,,2024-05-21 11:11:31,NO,Megan Manary ,,,Rameses Blount,2024-05-21 11:13:32,,,PASS
2518,JM00007921,LQCL-YK,"LQ UO Yard Clean, Yard & Kennel Odor Eli",,7.0,,PASS,PASS,PASS,PASS,0.0,,2024-05-15 05:48:42,NO,Rameses Blount,,,Rameses Blount,2024-05-15 05:49:35,,,PASS
2519,JM00007922,LQSH-RN-RT,LQ Spa Lavish Renew Shampoo Retail,8.3944,6.63,23360.0,PASS,PASS,PASS,PASS,0.1364,,2024-05-13 22:10:03,NO,Simeon Boda,,,Simeon Boda,2024-05-13 22:10:33,LV63,3,PASS
2520,JM00007923,LQSH-PY-RT,LQ Papaya and Coconut Shampoo Retail,8.5986,6.69,8500.0,PASS,PASS,PASS,PASS,0.1183,,2024-05-20 13:38:55,YES,Javan Quiroz,,,Javan Quiroz,2024-05-20 13:41:54,LV63,6,PASS
2521,JM00007924,LQSH-BE-RT,Tropiclean Berry & Coconut SH Retail,8.6328,6.87,9400.0,PASS,PASS,PASS,PASS,0.1213,,2024-05-20 13:44:30,YES,Javan Quiroz,,,Javan Quiroz,2024-05-20 13:44:47,LV63,6,PASS
2522,JM00007925,LQSH-GN-RT,LQ Gentle Coconut Puppy Shampoo Retail,8.6129,6.54,7980.0,PASS,PASS,PASS,PASS,0.1196,,2024-05-20 10:28:48,NO,Simeon Boda,,,Simeon Boda,2024-05-20 11:17:17,,,PASS
2523,JM00007927,LQPL-DCSH-SS-R3,LQ PL Deep Cleaning Shampoo SS R3,8.6147,5.76,18.6,PASS,PASS,PASS,PASS,,,2024-05-14 10:30:28,NO,Javan Quiroz,,,Javan Quiroz,2024-05-14 10:30:48,LV61,10,PASS
2524,JM00007928,LQFT-YDSP,LQ Natural Flea & Tick Yard Spray,8.3038,7.38,,PASS,PASS,PASS,PASS,,,2024-05-18 06:17:17,NO,Simeon Boda,,,Simeon Boda,2024-05-18 06:17:37,,,PASS
2525,JM00007929,LQDS-BASE,LQ Dental Health Solution BASE,8.5636,3.32,,PASS,PASS,PASS,PASS,,,2024-05-13 22:10:49,NO,Simeon Boda,,,Simeon Boda,2024-05-13 22:11:08,,,PASS
2526,JM00007930,LQDS-HJ,LQ DHS + Hip & Joint Support,8.6165,3.3,,PASS,PASS,PASS,PASS,,,2024-05-20 13:38:16,NO,Javan Quiroz,,,Javan Quiroz,2024-05-20 13:38:43,,,PASS
2527,JM00007931,LQSH-PY-CONC,LQ Papaya Coconut Shampoo Concentrate,8.5274,7.22,,PASS,FAIL,PASS,PASS,0.1197,,2024-05-20 13:42:12,YES,Javan Quiroz,,,Javan Quiroz,2024-05-20 13:43:13,LV63,3,FAIL
2528,JM00007932,LQSH-MDAI-CONC,LQ Medicated Anti Itch SH Concentrate,8.4337,3.57,11760.0,PASS,PASS,PASS,PASS,0.19,,2024-05-18 06:17:54,NO,Simeon Boda,,,Simeon Boda,2024-05-18 06:18:21,LV63,6,PASS
2529,JM00007933,LQSP-WA,SP Watermelon,8.3621,7.0,,PASS,PASS,PASS,PASS,0.012,,2024-05-24 07:07:04,NO,Javan Quiroz,,,Javan Quiroz,2024-05-24 07:07:57,,0,PASS
2530,JM00007934,LQTR-BESP,LQ TR Berry Breeze Deod Spray,8.3347,7.58,,PASS,PASS,PASS,PASS,,,2024-05-30 18:50:58,NO,Simeon Boda,,,Simeon Boda,2024-05-30 18:51:16,,,PASS
2531,JM00007935,LQTR-BYSP,LQ TR Baby Powder Deod Spray,8.3201,7.52,,PASS,PASS,PASS,PASS,,,2024-06-21 20:12:40,NO,Simeon Boda,,,Simeon Boda,2024-06-21 20:13:01,,,PASS
2532,JM00007936,LQTR-PYSP,LQ TropiClean Papaya Mist Deod Spray,8.333,7.69,,PASS,PASS,PASS,PASS,,,2024-05-30 18:49:05,NO,Simeon Boda,,,Simeon Boda,2024-05-30 18:49:23,,,PASS
2533,JM00007937,LQSP-RS,SP Rose Water,8.3951,7.15,,PASS,PASS,PASS,PASS,,,2024-05-30 13:12:34,NO,Javan Quiroz,,,Javan Quiroz,2024-05-30 13:12:56,,0,PASS
2534,JM00007938,LQTR-LMSP,LQ Tropiclean Lime & Coconut Deod Spray,8.3172,7.65,,PASS,PASS,PASS,PASS,,,2024-06-13 21:45:09,NO,Simeon Boda,,,Simeon Boda,2024-06-13 21:45:24,,,PASS
2535,JM00007939,LQSH-DCWS,LQ SH Deep Cleansing Waterless,8.3388,7.83,,PASS,PASS,PASS,PASS,,,2024-06-11 13:46:16,NO,Javan Quiroz,,,Javan Quiroz,2024-06-11 13:46:34,,,PASS
2536,JM00007940,LQSH-HAWS,LQ SH Hypo-Allergenic Waterless,8.3372,7.82,,PASS,PASS,PASS,PASS,,,2024-06-11 13:41:42,NO,Javan Quiroz,,,Javan Quiroz,2024-06-11 13:41:57,,,PASS
2537,JM00007941,LQSP-PSSY-RT,LQ PS Quick-Dry Styling Spray RT,8.3432,7.73,,PASS,PASS,PASS,PASS,,,2024-05-17 14:26:43,NO,Javan Quiroz,,,Javan Quiroz,2024-05-17 14:27:11,,,PASS
2538,JM00007942,LQGL-AW,LQ Gel- Advanced Whitening Gel,8.2985,5.69,57600.0,PASS,PASS,PASS,PASS,0.0868,,2024-05-30 18:32:26,NO,Megan Manary,,,Simeon Boda,2024-05-30 18:33:30,LV64,2.5,PASS
2539,JM00007944,LQCL-CT,LQ UO Cat & Kitten,,7.96,,PASS,PASS,PASS,PASS,,,2024-05-18 06:18:34,NO,Simeon Boda,,,Simeon Boda,2024-05-18 06:18:50,,,PASS
2540,JM00007945,LQSH-HA-RT,LQ Oxymed Hypo-Allergenic SH Retail,8.5947,6.85,5120.0,PASS,PASS,PASS,PASS,0.1063,,2024-05-20 13:43:56,YES,Javan Quiroz,,,Javan Quiroz,2024-05-20 13:44:18,LV63,6,PASS
2541,JM00007946,LQDS-BASE,LQ Dental Health Solution BASE,8.5572,3.24,,PASS,PASS,PASS,PASS,,,2024-05-20 13:43:25,NO,Javan Quiroz,,,Javan Quiroz,2024-05-20 13:43:43,,,PASS
2542,JM00007947,LQSH-PY-CONC,LQ Papaya Coconut Shampoo Concentrate,8.5968,6.84,12840.0,PASS,PASS,PASS,PASS,0.1745,,2024-05-17 12:45:23,YES,Simeon Boda,,,Simeon Boda,2024-05-17 12:47:31,LV63,3,PASS
2543,JM00007948,LQSH-GN-RT,LQ Gentle Coconut Puppy Shampoo Retail,8.5938,6.79,6360.0,PASS,PASS,PASS,PASS,0.1204,,2024-05-24 07:06:28,YES,Javan Quiroz,,,Javan Quiroz,2024-05-24 07:06:53,LV63,6,PASS
2544,JM00007949,LQSH-PY-RT,LQ Papaya and Coconut Shampoo Retail,8.6417,7.28,10640.0,PASS,PASS,PASS,PASS,0.1282,,2024-05-20 13:45:00,YES,Javan Quiroz,,,Javan Quiroz,2024-05-20 13:45:22,LV63,6,PASS
2545,JM00007950,LQEC-ALOX,LQ Ear Cleaner Alcohol Oxymed,8.1897,3.03,,PASS,PASS,PASS,PASS,,,2024-05-20 05:41:50,NO,Megan Manary,,,Simeon Boda,2024-05-20 05:45:23,0,0,PASS
2546,JM00007951,LQEC-AL-R2,LQ Ear Cleaner - Alcohol R2,8.1792,2.94,,PASS,PASS,PASS,PASS,0.0157,,2024-05-21 13:37:51,NO,Javan Quiroz,,,Javan Quiroz,2024-05-21 13:38:10,0,0,PASS
2547,JM00007952,LQDS-AW,LQ Adv Whitening DHS-USA,8.6331,3.31,,PASS,PASS,PASS,PASS,,,2024-06-06 10:36:08,NO,Javan Quiroz,,,Javan Quiroz,2024-06-06 10:36:22,,,PASS
2548,JM00007954,LQSH-PSDC-PM-R2,LQ Deep Cleansing Shampoo PM R2,8.5857,6.04,17880.0,PASS,PASS,PASS,PASS,0.1733,,2024-05-20 19:40:45,NO,Javan Quiroz,,,Javan Quiroz,2024-05-20 19:41:06,LV63,3,PASS
2549,JM00007955,LQCD-LM,LQ Lime and Cocoa Butter Conditioner,7.4308,6.52,2670.0,PASS,PASS,PASS,PASS,0.0697,,2024-05-22 22:59:32,NO,Simeon Boda,NCR due to Density being out of the range. Spec range was updated. ,,Simeon Boda,2024-05-22 23:00:26,LV64,80,PASS
2550,JM00007956,LQCD-LM,LQ Lime and Cocoa Butter Conditioner,7.9082,6.65,2595.0,PASS,PASS,PASS,PASS,,,2024-05-30 18:53:27,NO,Simeon Boda,,,Simeon Boda,2024-05-30 18:53:44,LV64,80,PASS
2551,JM00007958,LQSH-LM-CONC,LQ Lime & Coconut Shampoo Concentrate,8.5798,5.33,13760.0,PASS,PASS,PASS,PASS,0.1697,,2024-05-30 18:49:33,NO,Simeon Boda,,,Simeon Boda,2024-05-30 18:49:57,LV63,3,PASS
2552,JM00007960,LQSP-MNOCFM,LQ-Oral Care Foam/Spray for Dogs,8.6413,3.62,,PASS,PASS,PASS,PASS,,,2024-05-30 06:51:04,NO,Javan Quiroz,,,Javan Quiroz,2024-05-30 06:51:22,,,PASS
2553,JM00007961,LQPL-HASH-SS-R3,LQ PL Hypo-Allergenic Shampoo SS R3,8.6198,5.65,4.8,PASS,PASS,PASS,PASS,0.2792,,2024-05-24 07:04:49,NO,Javan Quiroz,,,Javan Quiroz,2024-05-24 07:05:18,LV61,10,PASS
2554,JM00007963,LQSH-FTST,LQ Natural Flea & Tick Plus Soothing SH,8.3044,5.0,14600.0,PASS,PASS,PASS,PASS,0.162,,2024-05-30 18:52:12,YES,Simeon Boda,,,Simeon Boda,2024-05-30 18:52:38,LV63,3,PASS
2555,JM00007964,LQSH-FTST,LQ Natural Flea & Tick Plus Soothing SH,8.286,4.99,9820.0,PASS,PASS,PASS,PASS,0.1611,,2024-05-30 18:33:43,YES,Simeon Boda,Passed under deviation,,Simeon Boda,2024-05-30 18:48:10,LV63,3,PASS
2556,JM00007966,LQFT-HMSP,LQ FT Home & Pet Spray,8.3256,7.08,,PASS,PASS,PASS,PASS,,,2024-05-21 13:38:30,NO,Javan Quiroz,,,Javan Quiroz,2024-05-21 13:39:01,,,PASS
2557,JM00007967,LQDS-BASE,LQ Dental Health Solution BASE,8.5822,3.27,,PASS,PASS,PASS,PASS,,,2024-05-30 18:53:01,NO,Simeon Boda,,,Simeon Boda,2024-05-30 18:53:16,,,PASS
2558,JM00007968,LQDS-DG,LQ DHS +Digestive Support,8.6186,3.89,,PASS,PASS,PASS,PASS,,,2024-05-24 07:08:11,NO,Javan Quiroz,,,Javan Quiroz,2024-05-24 07:08:30,,,PASS
2559,JM00007969,LQSH-BE-RT,Tropiclean Berry & Coconut SH Retail,8.4904,6.44,11040.0,PASS,PASS,PASS,PASS,0.1196,,2024-05-30 06:52:03,NO,Javan Quiroz,,,Javan Quiroz,2024-05-30 06:53:05,LV63,6,PASS
2560,JM00007970,LQSH-AW-RT,LQ Awapuhi Cocounut Shampoo Retail,8.5879,6.78,8420.0,PASS,PASS,PASS,PASS,0.1181,,2024-05-30 18:50:07,YES,Simeon Boda,,,Simeon Boda,2024-05-30 18:50:50,LV63,6,PASS
2561,JM00007971,LQDS-PP,LQ DHS Adv Whitening(CAN)& Puppy(hybrid),8.6262,3.54,,PASS,PASS,PASS,PASS,,,2024-05-30 06:51:38,NO,Javan Quiroz,,,Javan Quiroz,2024-05-30 06:51:55,,,PASS
2562,JM00007972,LQSH-PR-CONC,LQ Spa Lavish Pure Shampoo Concentrate,8.5212,6.94,13400.0,PASS,PASS,PASS,PASS,0.1604,,2024-06-03 13:16:43,YES,Javan Quiroz,,,Javan Quiroz,2024-06-03 13:17:49,LV63,3,PASS
2563,JM00007973,LQEC-AF-R2,LQ Ear Cleaner - Alcohol Free R2,8.3807,2.39,,PASS,PASS,PASS,PASS,,,2024-05-30 06:53:16,NO,Javan Quiroz,,,Javan Quiroz,2024-05-30 06:53:36,,,PASS
2564,JM00007974,LQSH-FTMS,LQ Natural Flea & Tick Max Strength SH,8.5592,4.99,15840.0,PASS,PASS,PASS,PASS,0.1523,,2024-06-04 14:23:50,NO,Javan Quiroz,,,Javan Quiroz,2024-06-04 14:27:38,LV63,3,PASS
2565,JM00007975,LQSH-PSLS-PM-R2,LQ PL Lustrous Coat Shampoo PM R2,8.5775,6.33,12650.0,PASS,PASS,PASS,PASS,0.1776,,2024-05-30 06:53:47,YES,Javan Quiroz,,,Javan Quiroz,2024-05-30 06:54:06,LV63,6,PASS
2566,JM00007976,LQSH-FSWS,LQ Shampoo Fresh & Soothing Waterless,8.3086,7.91,,PASS,PASS,PASS,PASS,,,2024-06-27 14:18:08,NO,Simeon Boda,,,Simeon Boda,2024-06-27 14:19:06,,,PASS
2567,JM00007977,LQCD-KW,LQ Kiwi and Cocoa Butter Conditioner,7.3414,6.88,5030.0,PASS,PASS,PASS,PASS,0.0892,,2024-07-26 18:16:04,NO,Simeon Boda,,,Simeon Boda,2024-07-26 18:16:41,LV64,60,PASS
2568,JM00007978,LQSH-LH-R2,LQ PF - Long Haired Shampoo R2,8.5229,6.68,11520.0,PASS,PASS,PASS,PASS,0.1232,,2024-06-04 14:41:17,NO,Javan Quiroz,,,Javan Quiroz,2024-06-04 14:41:46,LV63,3,PASS
2569,JM00007979,LQPL-MSCD-SS-R2,LQ PL Moisturizing Conditioner SS R2,8.4698,7.29,5540.0,PASS,PASS,PASS,PASS,0.1701,,2024-06-13 21:43:25,NO,Simeon Boda,,,Simeon Boda,2024-06-13 21:43:52,LV62,3,PASS
2570,JM00007980,LQDS-BASE,LQ Dental Health Solution BASE,8.5895,3.32,,PASS,PASS,PASS,PASS,,,2024-06-13 21:44:30,NO,Simeon Boda,,,Simeon Boda,2024-06-13 21:44:58,,,PASS
2571,JM00007982,LQFT-HMSP,LQ FT Home & Pet Spray,8.3217,7.3,,PASS,PASS,PASS,PASS,,,2024-06-05 19:09:29,NO,Javan Quiroz,,,Javan Quiroz,2024-06-05 19:09:49,,,PASS
2572,JM00007984,LQCL-DOG,LQ UO Dog & Puppy,,7.57,,PASS,PASS,PASS,PASS,,,2024-06-13 21:39:37,NO,Simeon Boda,,,Simeon Boda,2024-06-13 21:39:49,,,PASS
2573,JM00007985,LQCL-CT,LQ UO Cat & Kitten,,7.56,,PASS,PASS,PASS,PASS,,,2024-08-02 13:32:02,NO,Javan Quiroz,,,Javan Quiroz,2024-08-02 13:32:17,,,PASS
2574,JM00007987,LQSH-NC-CONC,LQ Neem & Citrus Shampoo Concentrate,8.5672,6.37,,PASS,PASS,PASS,PASS,0.2305,,2024-06-04 21:57:28,NO,Javan Quiroz,,,Javan Quiroz,2024-06-04 21:57:45,,,PASS
2575,JM00007988,LQSH-AL-CONC,LQ Aloe and Coconut Shampoo Concentrate,8.5901,6.48,11840.0,PASS,PASS,PASS,PASS,0.1741,,2024-06-06 13:22:50,NO,Javan Quiroz,,,Javan Quiroz,2024-06-06 13:23:06,LV63,3,PASS
2576,JM00007989,LQSH-DRWS,LQ SH Dander Reducing Waterless Cat,8.3955,7.82,,PASS,PASS,PASS,PASS,,,2024-06-11 15:50:53,NO,Javan Quiroz,,,Javan Quiroz,2024-06-11 15:51:09,,,PASS
2577,JM00007990,LQGL-GN,LQ Gel - Puppy & Cat Gentle Formula,8.3404,5.56,77040.0,PASS,PASS,PASS,PASS,,,2024-06-11 13:46:44,NO,Javan Quiroz,,,Javan Quiroz,2024-06-11 13:46:58,LV64,2.5,PASS
2578,JM00007991,LQGL-PB,LQ Gel - Peanut Butter Gel For Dogs,8.3282,5.57,69840.0,PASS,PASS,PASS,PASS,,,2024-06-19 11:25:09,NO,Javan Quiroz,,,Javan Quiroz,2024-06-19 11:25:33,LV64,2.5,PASS
2579,JM00007992,LQPL-ORSH-SS-R2,LQ PL Oil Reducing Shampoo SS R2,8.6819,5.11,15.6,PASS,PASS,PASS,PASS,,,2024-06-13 21:44:00,NO,Simeon Boda,,,Simeon Boda,2024-06-13 21:44:19,LV61,10,PASS
2580,JM00007994,LQCD-NR,LQ Spa Nourish Conditioner,7.2489,8.27,5265.0,PASS,PASS,PASS,PASS,0.0847,,2024-06-13 21:41:40,NO,Simeon Boda,Passed due to the first 5 production batches ,,Simeon Boda,2024-06-13 21:42:47,LV64,40,PASS
2581,JM00007996,LQSH-TT-CONC,LQ Oatmeal Tea Tree Shampoo Concentrate,8.4045,3.67,13560.0,PASS,PASS,PASS,PASS,0.1725,,2024-06-07 07:48:39,NO,Javan Quiroz,,,Javan Quiroz,2024-06-07 07:48:56,LV63,6,PASS
2582,JM00007997,LQSH-CN-R2,LQ PF - Combination Shampoo R2,8.5913,6.27,17480.0,PASS,PASS,PASS,PASS,0.125,,2024-06-05 13:38:02,YES,Javan Quiroz,,,Javan Quiroz,2024-06-05 13:38:18,LV63,3,PASS
2583,JM00007998,LQCD-KW,LQ Kiwi and Cocoa Butter Conditioner,7.7316,6.63,2880.0,PASS,PASS,PASS,PASS,0.0796,,2024-06-05 19:09:02,NO,Javan Quiroz,,,Javan Quiroz,2024-06-05 19:09:20,LV64,60,PASS
2584,JM00007999,LQDS-SC,LQ DHS Support Skin Health,8.6179,3.26,,PASS,PASS,PASS,PASS,,,2024-06-13 21:43:00,NO,Simeon Boda,,,Simeon Boda,2024-06-13 21:43:15,,,PASS
2585,JM00008000,LQSH-TT-RT,LQ Oatmeal and Tea Tree Shampoo Retail,8.5515,3.56,8040.0,PASS,PASS,PASS,PASS,0.1182,,2024-06-05 14:24:21,NO,Javan Quiroz,,,Javan Quiroz,2024-06-05 14:24:45,LV63,6,PASS
2586,JM00008001,LQSH-AW-RT,LQ Awapuhi Cocounut Shampoo Retail,8.5923,6.76,9100.0,PASS,PASS,PASS,PASS,0.1235,,2024-06-07 09:14:14,YES,Javan Quiroz,,,Javan Quiroz,2024-06-07 09:16:08,LV63,6,PASS
2587,JM00008002,LQSH-PY-RT,LQ Papaya and Coconut Shampoo Retail,8.6419,6.55,11960.0,PASS,PASS,PASS,PASS,0.1185,,2024-06-11 13:47:10,YES,Javan Quiroz,,,Javan Quiroz,2024-06-11 13:47:28,LV63,6,PASS
2588,JM00008003,LQDR-BASE,LQ Drops for Dogs/Cats- USA,8.6282,3.7,,PASS,PASS,PASS,PASS,,,2024-06-05 19:08:38,NO,Javan Quiroz,,,Javan Quiroz,2024-06-05 19:08:53,,,PASS
2589,JM00008004,LQGL-BASE,LQ Base- Clean Teeth Gel & Brushing Gel,8.3554,5.57,72280.0,PASS,PASS,PASS,PASS,,,2024-06-07 07:49:25,NO,Javan Quiroz,,,Javan Quiroz,2024-06-07 07:50:39,LV64,2.5,PASS
2590,JM00008005,LQSH-TT-RT,LQ Oatmeal and Tea Tree Shampoo Retail,8.5798,3.51,11300.0,PASS,PASS,PASS,PASS,0.1193,,2024-06-05 19:09:59,NO,Javan Quiroz,,,Javan Quiroz,2024-06-05 19:10:50,LV63,6,PASS
